Price,Adj Close,Close,Dividends,High,Low,Open,Stock Splits,Volume
Ticker,SAN.MC,SAN.MC,SAN.MC,SAN.MC,SAN.MC,SAN.MC,SAN.MC,SAN.MC
Date,,,,,,,,
2000-01-03,2.6250667572021484,9.849401473999023,0.0,9.98788070678711,9.736886024475098,9.953261375427246,0.0,8797337
2000-01-04,2.5627834796905518,9.615715980529785,0.0,9.780160903930664,9.529166221618652,9.728231430053711,0.0,8811013
2000-01-05,2.500502109527588,9.382031440734863,0.0,9.555130958557129,9.304136276245117,9.433960914611816,0.0,9333517
2000-01-06,2.500502109527588,9.382031440734863,0.0,9.382031440734863,9.382031440734863,9.382031440734863,0.0,0
2000-01-07,2.6112260818481445,9.797471046447754,0.0,9.82343578338623,9.44261646270752,9.451271057128906,0.0,9603132
2000-01-10,2.5881593227386475,9.710921287536621,0.0,9.884020805358887,9.624370574951172,9.884020805358887,0.0,6747710
2000-01-11,2.500502109527588,9.382031440734863,0.0,9.710921287536621,9.217584609985352,9.693611145019531,0.0,15293569
2000-01-12,2.477433681488037,9.295480728149414,0.0,9.295480728149414,9.139690399169922,9.278169631958008,0.0,12052290
2000-01-13,2.456674337387085,9.217584609985352,0.0,9.35606575012207,9.096414566040039,9.347411155700684,0.0,11043549
2000-01-14,2.521261692047119,9.459925651550293,0.0,9.529166221618652,9.191619873046875,9.260860443115234,0.0,15745712
2000-01-17,2.454367160797119,9.208930015563965,0.0,9.624370574951172,9.131034851074219,9.607061386108398,0.0,31619384
2000-01-18,2.329803943634033,8.741559982299805,0.0,9.174309730529785,8.689629554748535,9.174309730529785,0.0,20093136
2000-01-19,2.329803943634033,8.741559982299805,0.0,8.750214576721191,8.542494773864746,8.663664817810059,0.0,20666919
2000-01-20,2.3782451152801514,8.923315048217773,0.0,9.070449829101562,8.793490409851074,8.828109741210938,0.0,11769910
2000-01-21,2.304429769515991,8.646354675292969,0.0,9.061795234680176,8.594425201416016,8.98390007019043,0.0,18255137
2000-01-24,2.329803943634033,8.741559982299805,0.0,8.914660453796387,8.655010223388672,8.741559982299805,0.0,9894501
2000-01-25,2.329803943634033,8.741559982299805,0.0,8.758870124816895,8.603079795837402,8.655010223388672,0.0,15844637
2000-01-26,2.3897786140441895,8.96658992767334,0.0,8.992554664611816,8.741559982299805,8.85407543182373,0.0,22642896
2000-01-27,2.3966994285583496,8.992554664611816,0.0,9.070449829101562,8.871384620666504,9.061795234680176,0.0,50176740
2000-01-28,2.322883129119873,8.715595245361328,0.0,9.035829544067383,8.680974960327148,9.035829544067383,0.0,13102872
2000-01-31,2.3356399536132812,8.715595245361328,0.047603,8.845419883728027,8.611735343933105,8.741559982299805,0.0,49721466
2000-02-01,2.3634727001190186,8.81945514678955,0.0,9.780160903930664,8.680974960327148,9.780160903930664,0.0,11642759
2000-02-02,2.3634727001190186,8.81945514678955,0.0,8.906004905700684,8.698285102844238,8.897350311279297,0.0,10673286
2000-02-03,2.3959460258483887,8.940625190734863,0.0,9.035829544067383,8.741559982299805,8.845419883728027,0.0,11396777
2000-02-04,2.4168200492858887,9.01852035522461,0.0,9.122380256652832,8.923315048217773,9.044485092163086,0.0,13899128
2000-02-07,2.4910402297973633,9.295480728149414,0.0,9.295480728149414,9.061795234680176,9.122380256652832,0.0,12468731
2000-02-08,2.5327889919281006,9.451271057128906,0.0,9.511856079101562,9.191619873046875,9.312790870666504,0.0,12234462
2000-02-09,2.486401319503784,9.278169631958008,0.0,9.52051067352295,9.139690399169922,9.52051067352295,0.0,10918965
2000-02-10,2.4353742599487305,9.087759971618652,0.0,9.278169631958008,8.96658992767334,9.200275421142578,0.0,9146146
2000-02-11,2.3031694889068604,8.594425201416016,0.0,9.096414566040039,8.525184631347656,9.087759971618652,0.0,17391741
2000-02-14,2.4145002365112305,9.009864807128906,0.0,9.364721298217773,8.611735343933105,8.93196964263916,0.0,26742175
2000-02-15,2.453929901123047,9.156999588012695,0.0,9.44261646270752,9.044485092163086,9.131034851074219,0.0,21321476
2000-02-16,2.5768580436706543,9.615715980529785,0.0,9.641680717468262,9.226240158081055,9.37337589263916,0.0,33672600
2000-02-17,2.5745391845703125,9.607061386108398,0.0,9.762850761413574,9.529166221618652,9.546476364135742,0.0,16808772
2000-02-18,2.5095951557159424,9.364721298217773,0.0,9.650336265563965,9.364721298217773,9.615715980529785,0.0,18340717
2000-02-21,2.5536649227142334,9.529166221618652,0.0,9.589751243591309,9.260860443115234,9.304136276245117,0.0,8925338
2000-02-22,2.518874406814575,9.399340629577637,0.0,9.650336265563965,9.295480728149414,9.52051067352295,0.0,11592996
2000-02-23,2.5745391845703125,9.607061386108398,0.0,9.607061386108398,9.304136276245117,9.477235794067383,0.0,9405260
2000-02-24,2.5049569606781006,9.347411155700684,0.0,9.598405838012695,9.304136276245117,9.52051067352295,0.0,11082867
2000-02-25,2.5211915969848633,9.40799617767334,0.0,9.555130958557129,9.304136276245117,9.37337589263916,0.0,9944867
2000-02-28,2.507277727127075,9.35606575012207,0.0,9.485891342163086,9.286826133728027,9.433960914611816,0.0,9537525
2000-02-29,2.5281519889831543,9.433960914611816,0.0,9.607061386108398,9.35606575012207,9.399340629577637,0.0,7498301
